Plot,tree_id,Treatment,veg_trt,water_trt,probe_ht,pct_brown,dead_limbs,total_limbs,char_ht_cm,tree_height_cm,pct_dead_limbs,alive,dead,survival,avg_max_tempC,avg_s_abv_100,avg_heat_flux100,avg_pct_fuel_moisture,avg_fuel_ht_cm,avg_litter_depth_cm,avg_flameht_cm,fuels_kg
1,1S,Drought + Invasion,Invasion,Drought,50cm,45,4,14,182,405,28.571428571428573,1,0,1,372.5226666666667,86,20081.396666666667,21.466089355373676,60.666666666666664,8.777777777777779,183.33333333333334,1.0266133333333334
1,1S,Drought + Invasion,Invasion,Drought,25cm,45,4,14,182,405,28.571428571428573,1,0,1,494.4786666666667,105,26363.073333333334,21.466089355373676,60.666666666666664,8.777777777777779,183.33333333333334,1.0266133333333334
1,1S,Drought + Invasion,Invasion,Drought,0cm,45,4,14,182,405,28.571428571428573,1,0,1,395.9053333333333,118.5,31271.760000000002,21.466089355373676,60.666666666666664,8.777777777777779,183.33333333333334,1.0266133333333334
2,2C,Reference,Reference,Reference,50cm,10,0,1,75,203,0,1,0,1,224.014,52.666666666666664,8387.323333333334,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2C,Reference,Reference,Reference,25cm,10,0,1,75,203,0,1,0,1,211.82533333333333,94.5,17117.690000000002,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2C,Reference,Reference,Reference,0cm,10,0,1,75,203,0,1,0,1,450.4566666666667,88,23048.68666666667,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2D,Reference,Reference,Reference,50cm,10,1,5,122,389,20,1,0,1,224.014,52.666666666666664,8387.323333333334,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2D,Reference,Reference,Reference,25cm,10,1,5,122,389,20,1,0,1,211.82533333333333,94.5,17117.690000000002,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2D,Reference,Reference,Reference,0cm,10,1,5,122,389,20,1,0,1,450.4566666666667,88,23048.68666666667,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2F,Reference,Reference,Reference,50cm,1,0,9,82,464,0,1,0,1,224.014,52.666666666666664,8387.323333333334,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2F,Reference,Reference,Reference,25cm,1,0,9,82,464,0,1,0,1,211.82533333333333,94.5,17117.690000000002,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2F,Reference,Reference,Reference,0cm,1,0,9,82,464,0,1,0,1,450.4566666666667,88,23048.68666666667,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2G,Reference,Reference,Reference,50cm,1,2,19,77,467,10.526315789473685,1,0,1,224.014,52.666666666666664,8387.323333333334,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2G,Reference,Reference,Reference,25cm,1,2,19,77,467,10.526315789473685,1,0,1,211.82533333333333,94.5,17117.690000000002,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2G,Reference,Reference,Reference,0cm,1,2,19,77,467,10.526315789473685,1,0,1,450.4566666666667,88,23048.68666666667,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2Q,Reference,Reference,Reference,50cm,1,1,18,58,510,5.555555555555555,1,0,1,224.014,52.666666666666664,8387.323333333334,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2Q,Reference,Reference,Reference,25cm,1,1,18,58,510,5.555555555555555,1,0,1,211.82533333333333,94.5,17117.690000000002,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2Q,Reference,Reference,Reference,0cm,1,1,18,58,510,5.555555555555555,1,0,1,450.4566666666667,88,23048.68666666667,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2T,Reference,Reference,Reference,50cm,2,1,22,77,340,4.545454545454546,1,0,1,224.014,52.666666666666664,8387.323333333334,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2T,Reference,Reference,Reference,25cm,2,1,22,77,340,4.545454545454546,1,0,1,211.82533333333333,94.5,17117.690000000002,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
2,2T,Reference,Reference,Reference,0cm,2,1,22,77,340,4.545454545454546,1,0,1,450.4566666666667,88,23048.68666666667,17.380083894494224,31.88888888888889,2.6666666666666665,56.166666666666664,0.6294933333333333
3,3C,Drought,Reference,Drought,50cm,1,3,23,98,450,13.043478260869565,1,0,1,285.216,55.333333333333336,11691.663333333334,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3C,Drought,Reference,Drought,25cm,1,3,23,98,450,13.043478260869565,1,0,1,409.6153333333333,98.33333333333333,24144.46,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3C,Drought,Reference,Drought,0cm,1,3,23,98,450,13.043478260869565,1,0,1,351.5946666666666,153.5,47372.925,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3E,Drought,Reference,Drought,50cm,15,8,16,127,385,50,1,0,1,285.216,55.333333333333336,11691.663333333334,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3E,Drought,Reference,Drought,25cm,15,8,16,127,385,50,1,0,1,409.6153333333333,98.33333333333333,24144.46,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3E,Drought,Reference,Drought,0cm,15,8,16,127,385,50,1,0,1,351.5946666666666,153.5,47372.925,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3G,Drought,Reference,Drought,50cm,20,1,17,12,351,5.882352941176471,1,0,1,285.216,55.333333333333336,11691.663333333334,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3G,Drought,Reference,Drought,25cm,20,1,17,12,351,5.882352941176471,1,0,1,409.6153333333333,98.33333333333333,24144.46,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
3,3G,Drought,Reference,Drought,0cm,20,1,17,12,351,5.882352941176471,1,0,1,351.5946666666666,153.5,47372.925,14.273240438676027,26,1.6111111111111112,58.166666666666664,0.6445333333333333
5,5A,Reference,Reference,Reference,50cm,0.5,0,12,67,354,0,1,0,1,215.11933333333334,82.5,14306.99,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5A,Reference,Reference,Reference,25cm,0.5,0,12,67,354,0,1,0,1,331.6326666666667,76.33333333333333,16489.82,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5A,Reference,Reference,Reference,0cm,0.5,0,12,67,354,0,1,0,1,523.4906666666667,240.66666666666666,63434.30333333333,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5B,Reference,Reference,Reference,50cm,15,2,4,110,177,50,1,0,1,215.11933333333334,82.5,14306.99,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5B,Reference,Reference,Reference,25cm,15,2,4,110,177,50,1,0,1,331.6326666666667,76.33333333333333,16489.82,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5B,Reference,Reference,Reference,0cm,15,2,4,110,177,50,1,0,1,523.4906666666667,240.66666666666666,63434.30333333333,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5O,Reference,Reference,Reference,50cm,0,0,13,50,458,0,1,0,1,215.11933333333334,82.5,14306.99,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5O,Reference,Reference,Reference,25cm,0,0,13,50,458,0,1,0,1,331.6326666666667,76.33333333333333,16489.82,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
5,5O,Reference,Reference,Reference,0cm,0,0,13,50,458,0,1,0,1,523.4906666666667,240.66666666666666,63434.30333333333,28.29540554634086,19.666666666666668,2.2222222222222223,21.5,0.77424
6,6B,Drought,Reference,Drought,50cm,20,0,1,47,81,0,1,0,1,321.9233333333333,60.333333333333336,13864.643333333333,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6B,Drought,Reference,Drought,25cm,20,0,1,47,81,0,1,0,1,375.30333333333334,80.5,24357.705,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6B,Drought,Reference,Drought,0cm,20,0,1,47,81,0,1,0,1,511.0953333333333,94,25573.386666666665,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6G,Drought,Reference,Drought,50cm,20,1,4,146,291,25,1,0,1,321.9233333333333,60.333333333333336,13864.643333333333,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6G,Drought,Reference,Drought,25cm,20,1,4,146,291,25,1,0,1,375.30333333333334,80.5,24357.705,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6G,Drought,Reference,Drought,0cm,20,1,4,146,291,25,1,0,1,511.0953333333333,94,25573.386666666665,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6R,Drought,Reference,Drought,50cm,1,0,14,95,500,0,1,0,1,321.9233333333333,60.333333333333336,13864.643333333333,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6R,Drought,Reference,Drought,25cm,1,0,14,95,500,0,1,0,1,375.30333333333334,80.5,24357.705,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
6,6R,Drought,Reference,Drought,0cm,1,0,14,95,500,0,1,0,1,511.0953333333333,94,25573.386666666665,28.136407147139053,20.444444444444443,2.7777777777777777,94.16666666666667,0.7423466666666667
7,7B,Invasion,Invasion,Reference,50cm,1,1,17,121,564,5.882352941176471,1,0,1,378.348,92,19924.90666666667,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7B,Invasion,Invasion,Reference,25cm,1,1,17,121,564,5.882352941176471,1,0,1,654.3593333333333,91.33333333333333,30930.366666666665,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7B,Invasion,Invasion,Reference,0cm,1,1,17,121,564,5.882352941176471,1,0,1,536.22,123.33333333333333,32037.186666666665,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7G,Invasion,Invasion,Reference,50cm,45,3,5,168,253,60,1,0,1,378.348,92,19924.90666666667,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7G,Invasion,Invasion,Reference,25cm,45,3,5,168,253,60,1,0,1,654.3593333333333,91.33333333333333,30930.366666666665,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7G,Invasion,Invasion,Reference,0cm,45,3,5,168,253,60,1,0,1,536.22,123.33333333333333,32037.186666666665,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7M,Invasion,Invasion,Reference,50cm,5,1,8,162,360,12.5,1,0,1,378.348,92,19924.90666666667,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7M,Invasion,Invasion,Reference,25cm,5,1,8,162,360,12.5,1,0,1,654.3593333333333,91.33333333333333,30930.366666666665,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
7,7M,Invasion,Invasion,Reference,0cm,5,1,8,162,360,12.5,1,0,1,536.22,123.33333333333333,32037.186666666665,13.862508564135224,33.666666666666664,4.111111111111111,74.33333333333333,0.8472000000000001
10,10C,Reference,Reference,Reference,50cm,15,0,1,23,39,0,1,0,1,123.09866666666667,32.5,3873.865,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10C,Reference,Reference,Reference,25cm,15,0,1,23,39,0,1,0,1,129.64266666666668,101.5,13570.835,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10C,Reference,Reference,Reference,0cm,15,0,1,23,39,0,1,0,1,304.8313333333333,120,25741.965,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10D,Reference,Reference,Reference,50cm,100,1,1,49,51,100,0,1,0,123.09866666666667,32.5,3873.865,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10D,Reference,Reference,Reference,25cm,100,1,1,49,51,100,0,1,0,129.64266666666668,101.5,13570.835,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10D,Reference,Reference,Reference,0cm,100,1,1,49,51,100,0,1,0,304.8313333333333,120,25741.965,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10E,Reference,Reference,Reference,50cm,1,0,10,50,280,0,1,0,1,123.09866666666667,32.5,3873.865,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10E,Reference,Reference,Reference,25cm,1,0,10,50,280,0,1,0,1,129.64266666666668,101.5,13570.835,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10E,Reference,Reference,Reference,0cm,1,0,10,50,280,0,1,0,1,304.8313333333333,120,25741.965,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10H,Reference,Reference,Reference,50cm,1,0,13,46,475,0,1,0,1,123.09866666666667,32.5,3873.865,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10H,Reference,Reference,Reference,25cm,1,0,13,46,475,0,1,0,1,129.64266666666668,101.5,13570.835,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10H,Reference,Reference,Reference,0cm,1,0,13,46,475,0,1,0,1,304.8313333333333,120,25741.965,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10I,Reference,Reference,Reference,50cm,5,0,6,40,265,0,1,0,1,123.09866666666667,32.5,3873.865,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10I,Reference,Reference,Reference,25cm,5,0,6,40,265,0,1,0,1,129.64266666666668,101.5,13570.835,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10I,Reference,Reference,Reference,0cm,5,0,6,40,265,0,1,0,1,304.8313333333333,120,25741.965,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10K,Reference,Reference,Reference,50cm,1,0,11,85,273,0,1,0,1,123.09866666666667,32.5,3873.865,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10K,Reference,Reference,Reference,25cm,1,0,11,85,273,0,1,0,1,129.64266666666668,101.5,13570.835,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10K,Reference,Reference,Reference,0cm,1,0,11,85,273,0,1,0,1,304.8313333333333,120,25741.965,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10P,Reference,Reference,Reference,50cm,1,0,12,50,558,0,1,0,1,123.09866666666667,32.5,3873.865,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10P,Reference,Reference,Reference,25cm,1,0,12,50,558,0,1,0,1,129.64266666666668,101.5,13570.835,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
10,10P,Reference,Reference,Reference,0cm,1,0,12,50,558,0,1,0,1,304.8313333333333,120,25741.965,16.384139466654254,20.22222222222222,1.1111111111111112,12.5,0.54512
11,11O,Drought + Invasion,Invasion,Drought,50cm,99,2,3,188,245,66.66666666666667,1,0,1,521.1693333333334,82.66666666666667,26007.676666666666,16.595440169961044,38,2.388888888888889,212.16666666666666,0.9211733333333334
11,11O,Drought + Invasion,Invasion,Drought,25cm,99,2,3,188,245,66.66666666666667,1,0,1,282.45933333333335,161,51454.79,16.595440169961044,38,2.388888888888889,212.16666666666666,0.9211733333333334
11,11O,Drought + Invasion,Invasion,Drought,0cm,99,2,3,188,245,66.66666666666667,1,0,1,305.2273333333333,89,23718.850000000002,16.595440169961044,38,2.388888888888889,212.16666666666666,0.9211733333333334
12,12E,Invasion,Invasion,Reference,50cm,98,6,6,157,220,100,0,1,0,350.6166666666667,90,19551.896666666667,17.016272347746593,36.55555555555556,6.666666666666666,186,1.1721599999999999
12,12E,Invasion,Invasion,Reference,25cm,98,6,6,157,220,100,0,1,0,533.5833333333334,104.66666666666667,29716.93,17.016272347746593,36.55555555555556,6.666666666666666,186,1.1721599999999999
12,12E,Invasion,Invasion,Reference,0cm,98,6,6,157,220,100,0,1,0,532.0306666666667,133.33333333333334,36890.81333333333,17.016272347746593,36.55555555555556,6.666666666666666,186,1.1721599999999999
14,14B,Drought + Invasion,Invasion,Drought,50cm,99,11,11,230,350,100,0,1,0,694.472,94.66666666666667,34980.799999999996,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14B,Drought + Invasion,Invasion,Drought,25cm,99,11,11,230,350,100,0,1,0,675.94,95,31835.663333333334,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14B,Drought + Invasion,Invasion,Drought,0cm,99,11,11,230,350,100,0,1,0,681.1213333333334,93.66666666666667,34884.630000000005,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14D,Drought + Invasion,Invasion,Drought,50cm,99,5,5,330,426,100,0,1,0,694.472,94.66666666666667,34980.799999999996,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14D,Drought + Invasion,Invasion,Drought,25cm,99,5,5,330,426,100,0,1,0,675.94,95,31835.663333333334,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14D,Drought + Invasion,Invasion,Drought,0cm,99,5,5,330,426,100,0,1,0,681.1213333333334,93.66666666666667,34884.630000000005,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14E,Drought + Invasion,Invasion,Drought,50cm,75,7,10,312,454,70,1,0,1,694.472,94.66666666666667,34980.799999999996,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14E,Drought + Invasion,Invasion,Drought,25cm,75,7,10,312,454,70,1,0,1,675.94,95,31835.663333333334,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14E,Drought + Invasion,Invasion,Drought,0cm,75,7,10,312,454,70,1,0,1,681.1213333333334,93.66666666666667,34884.630000000005,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14K,Drought + Invasion,Invasion,Drought,50cm,98,1,1,78,78,100,0,1,0,694.472,94.66666666666667,34980.799999999996,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14K,Drought + Invasion,Invasion,Drought,25cm,98,1,1,78,78,100,0,1,0,675.94,95,31835.663333333334,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14K,Drought + Invasion,Invasion,Drought,0cm,98,1,1,78,78,100,0,1,0,681.1213333333334,93.66666666666667,34884.630000000005,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14T,Drought + Invasion,Invasion,Drought,50cm,95,4,4,160,202,100,0,1,0,694.472,94.66666666666667,34980.799999999996,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14T,Drought + Invasion,Invasion,Drought,25cm,95,4,4,160,202,100,0,1,0,675.94,95,31835.663333333334,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
14,14T,Drought + Invasion,Invasion,Drought,0cm,95,4,4,160,202,100,0,1,0,681.1213333333334,93.66666666666667,34884.630000000005,15.161464269820764,50.666666666666664,4.5,207.83333333333334,1.8919466666666667
15,15F,Reference,Reference,Reference,50cm,5,0,3,41,118,0,1,0,1,136.20466666666667,82,10580.96,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15F,Reference,Reference,Reference,25cm,5,0,3,41,118,0,1,0,1,536.7513333333334,155.66666666666666,36527.183333333334,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15F,Reference,Reference,Reference,0cm,5,0,3,41,118,0,1,0,1,410.4033333333333,177,46453.335,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15I,Reference,Reference,Reference,50cm,5,0,1,71,138,0,1,0,1,136.20466666666667,82,10580.96,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15I,Reference,Reference,Reference,25cm,5,0,1,71,138,0,1,0,1,536.7513333333334,155.66666666666666,36527.183333333334,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15I,Reference,Reference,Reference,0cm,5,0,1,71,138,0,1,0,1,410.4033333333333,177,46453.335,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15O,Reference,Reference,Reference,50cm,97,2,2,92,129,100,0,1,0,136.20466666666667,82,10580.96,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15O,Reference,Reference,Reference,25cm,97,2,2,92,129,100,0,1,0,536.7513333333334,155.66666666666666,36527.183333333334,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
15,15O,Reference,Reference,Reference,0cm,97,2,2,92,129,100,0,1,0,410.4033333333333,177,46453.335,19.747297766152105,13,1.0555555555555556,18.666666666666668,0.56976
16,16E,Drought,Reference,Drought,50cm,5,1,10,65,365,10,1,0,1,179.84866666666665,59,11155.09,26.096900151559833,18.666666666666668,1,35,0.7178666666666667
16,16E,Drought,Reference,Drought,25cm,5,1,10,65,365,10,1,0,1,304.8686666666667,63,14348.543333333333,26.096900151559833,18.666666666666668,1,35,0.7178666666666667
16,16E,Drought,Reference,Drought,0cm,5,1,10,65,365,10,1,0,1,455.3733333333333,115,35410.35,26.096900151559833,18.666666666666668,1,35,0.7178666666666667
17,17A,Drought,Reference,Drought,50cm,15,1,11,65,445,9.090909090909092,1,0,1,347.9546666666667,95,18940.5,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
17,17A,Drought,Reference,Drought,25cm,15,1,11,65,445,9.090909090909092,1,0,1,584.3066666666667,105,32003.06333333333,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
17,17A,Drought,Reference,Drought,0cm,15,1,11,65,445,9.090909090909092,1,0,1,537.958,154.66666666666666,41153.596666666665,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
17,17B,Drought,Reference,Drought,50cm,10,1,12,144,605,8.333333333333334,1,0,1,347.9546666666667,95,18940.5,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
17,17B,Drought,Reference,Drought,25cm,10,1,12,144,605,8.333333333333334,1,0,1,584.3066666666667,105,32003.06333333333,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
17,17B,Drought,Reference,Drought,0cm,10,1,12,144,605,8.333333333333334,1,0,1,537.958,154.66666666666666,41153.596666666665,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
17,17D,Drought,Reference,Drought,50cm,10,0,10,115,496,0,1,0,1,347.9546666666667,95,18940.5,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
17,17D,Drought,Reference,Drought,25cm,10,0,10,115,496,0,1,0,1,584.3066666666667,105,32003.06333333333,12.295037002540003,10.11111111111111,5.444444444444445,68,0.9121066666666667
